quarter,manufacturer,registrations
2022-07-01,Agro Industries,299
2022-10-01,Agro Industries,261
2023-01-01,Agro Industries,164
2023-04-01,Agro Industries,140
2023-07-01,Agro Industries,52
2023-10-01,Agro Industries,96
2024-01-01,Agro Industries,66
2024-04-01,Agro Industries,29
2024-04-01,Agro Trailers Ap312870751,2
2019-01-01,Ahitesham Agro Engineering,1
2019-10-01,Ahitesham Agro Engineering,3
2020-01-01,Ahitesham Agro Engineering,40
2020-07-01,Ahitesham Agro Engineering,60
2020-10-01,Ahitesham Agro Engineering,3
2021-01-01,Ahitesham Agro Engineering,21
2021-04-01,Ahitesham Agro Engineering,5
2022-01-01,Ahitesham Agro Engineering,12
2022-04-01,Ahitesham Agro Engineering,19
2022-07-01,Ahitesham Agro Engineering,14
2022-10-01,Ahitesham Agro Engineering,30
2023-01-01,Ahitesham Agro Engineering,6
2023-04-01,Ahitesham Agro Engineering,3
2023-07-01,Ahitesham Agro Engineering,6
2023-10-01,Ahitesham Agro Engineering,6
2021-01-01,Ahmed Motors,63
2021-04-01,Ahmed Motors,28
2021-07-01,Ahmed Motors,71
2021-10-01,Ahmed Motors,14
2022-01-01,Ahmed Motors,149
2022-04-01,Ahmed Motors,26
2022-07-01,Ahmed Motors,62
2022-10-01,Ahmed Motors,417
2023-01-01,Ahmed Motors,112
2023-04-01,Ahmed Motors,21
2023-07-01,Ahmed Motors,45
2023-10-01,Ahmed Motors,45
2024-01-01,Ahmed Motors,22
2019-01-01,Ajanta Krushi Yantra,14
2019-04-01,Ajanta Krushi Yantra,13
2019-07-01,Ajanta Krushi Yantra,17
2019-10-01,Ajanta Krushi Yantra,26
2020-01-01,Ajanta Krushi Yantra,540
2020-04-01,Ajanta Krushi Yantra,5
2020-07-01,Ajanta Krushi Yantra,537
2020-10-01,Ajanta Krushi Yantra,616
2021-01-01,Ajanta Krushi Yantra,267
2021-04-01,Ajanta Krushi Yantra,18
2021-07-01,Ajanta Krushi Yantra,122
2021-10-01,Ajanta Krushi Yantra,127
2022-01-01,Ajanta Krushi Yantra,236
2022-04-01,Ajanta Krushi Yantra,7
2022-07-01,Ajanta Krushi Yantra,27
2022-10-01,Ajanta Krushi Yantra,215
2023-01-01,Ajanta Krushi Yantra,114
2023-04-01,Ajanta Krushi Yantra,18
2023-07-01,Ajanta Krushi Yantra,78
2023-10-01,Ajanta Krushi Yantra,75
2024-01-01,Ajanta Krushi Yantra,10
2024-04-01,Ajanta Krushi Yantra,48
2020-01-01,Ajax Engineering Pvt Ltd,13260
2020-04-01,Ajax Engineering Pvt Ltd,4051
2020-07-01,Ajax Engineering Pvt Ltd,9078
2020-10-01,Ajax Engineering Pvt Ltd,9058
2021-01-01,Ajax Engineering Pvt Ltd,6118
2021-04-01,Ajax Engineering Pvt Ltd,2253
2021-07-01,Ajax Engineering Pvt Ltd,3323
2021-10-01,Ajax Engineering Pvt Ltd,2522
2022-01-01,Ajax Engineering Pvt Ltd,2632
2022-04-01,Ajax Engineering Pvt Ltd,3174
2022-07-01,Ajax Engineering Pvt Ltd,2594
2022-10-01,Ajax Engineering Pvt Ltd,2844
2023-01-01,Ajax Engineering Pvt Ltd,2351
2023-04-01,Ajax Engineering Pvt Ltd,3217
2023-07-01,Ajax Engineering Pvt Ltd,2608
2023-10-01,Ajax Engineering Pvt Ltd,2782
2024-01-01,Ajax Engineering Pvt Ltd,2490
2024-04-01,Ajax Engineering Pvt Ltd,1972
2019-01-01,Ajax Fiori Engineering Pvt Ltd,651
2019-04-01,Ajax Fiori Engineering Pvt Ltd,760
2019-07-01,Ajax Fiori Engineering Pvt Ltd,541
2019-10-01,Ajax Fiori Engineering Pvt Ltd,526
2020-01-01,Ajax Fiori Engineering Pvt Ltd,1721
2020-04-01,Ajax Fiori Engineering Pvt Ltd,498
2020-07-01,Ajax Fiori Engineering Pvt Ltd,698
2020-10-01,Ajax Fiori Engineering Pvt Ltd,863
2021-01-01,Ajax Fiori Engineering Pvt Ltd,388
2021-04-01,Ajax Fiori Engineering Pvt Ltd,130
2021-07-01,Ajax Fiori Engineering Pvt Ltd,197
2021-10-01,Ajax Fiori Engineering Pvt Ltd,151
2022-01-01,Ajax Fiori Engineering Pvt Ltd,62
2022-04-01,Ajax Fiori Engineering Pvt Ltd,25
2022-07-01,Ajax Fiori Engineering Pvt Ltd,54
2023-01-01,Ajax Fiori Engineering Pvt Ltd,9
2023-04-01,Ajax Fiori Engineering Pvt Ltd,12
2024-01-01,Ajax Fiori Engineering Pvt Ltd,3
2020-01-01,"Ajay Agro Enterprises,Sbp",520
2020-04-01,"Ajay Agro Enterprises,Sbp",249
2020-07-01,"Ajay Agro Enterprises,Sbp",793
2020-10-01,"Ajay Agro Enterprises,Sbp",434
2021-01-01,"Ajay Agro Enterprises,Sbp",234
2021-04-01,"Ajay Agro Enterprises,Sbp",96
2021-07-01,"Ajay Agro Enterprises,Sbp",74
2021-10-01,"Ajay Agro Enterprises,Sbp",102
2022-01-01,"Ajay Agro Enterprises,Sbp",50
2022-04-01,"Ajay Agro Enterprises,Sbp",41
2022-07-01,"Ajay Agro Enterprises,Sbp",20
2022-10-01,"Ajay Agro Enterprises,Sbp",19
2023-01-01,"Ajay Agro Enterprises,Sbp",9
2023-04-01,"Ajay Agro Enterprises,Sbp",6
2023-07-01,"Ajay Agro Enterprises,Sbp",3
2023-10-01,"Ajay Agro Enterprises,Sbp",3
2019-01-01,"Ajay Agro Enterprises,sbp",22
2019-04-01,"Ajay Agro Enterprises,sbp",20
2019-07-01,"Ajay Agro Enterprises,sbp",30
2019-10-01,"Ajay Agro Enterprises,sbp",38
2019-01-01,Ajay Engineering And Agricultural Equipment Co.,11
2019-04-01,Ajay Engineering And Agricultural Equipment Co.,13
2019-07-01,Ajay Engineering And Agricultural Equipment Co.,5
2019-10-01,Ajay Engineering And Agricultural Equipment Co.,5
2020-01-01,Ajay Engineering And Agricultural Equipment Co.,40
2020-04-01,Ajay Engineering And Agricultural Equipment Co.,21
2020-07-01,Ajay Engineering And Agricultural Equipment Co.,196
2020-10-01,Ajay Engineering And Agricultural Equipment Co.,197
2021-01-01,Ajay Engineering And Agricultural Equipment Co.,153
2021-04-01,Ajay Engineering And Agricultural Equipment Co.,50
2021-07-01,Ajay Engineering And Agricultural Equipment Co.,72
2021-10-01,Ajay Engineering And Agricultural Equipment Co.,32
2022-01-01,Ajay Engineering And Agricultural Equipment Co.,37
2022-04-01,Ajay Engineering And Agricultural Equipment Co.,8
2022-07-01,Ajay Engineering And Agricultural Equipment Co.,13
2022-10-01,Ajay Engineering And Agricultural Equipment Co.,11
2023-01-01,Ajay Engineering And Agricultural Equipment Co.,6
2023-04-01,Ajay Engineering And Agricultural Equipment Co.,18
2023-07-01,Ajay Engineering And Agricultural Equipment Co.,6
2023-10-01,Ajay Engineering And Agricultural Equipment Co.,3
2024-01-01,Ajay Engineering And Agricultural Equipment Co.,2
2021-01-01,Ajay Enterprises,50
2021-04-01,Ajay Enterprises,92
2021-07-01,Ajay Enterprises,72
2021-10-01,Ajay Enterprises,31
2022-01-01,Ajay Enterprises,17
2022-04-01,Ajay Enterprises,19
2022-07-01,Ajay Enterprises,22
2022-10-01,Ajay Enterprises,5
2023-01-01,Ajay Enterprises,13
2023-04-01,Ajay Enterprises,19
2023-07-01,Ajay Enterprises,30
2023-10-01,Ajay Enterprises,15
2024-01-01,Ajay Enterprises,4
2024-04-01,Ajay Enterprises,4
2022-07-01,Ajay Motors Private Limited,93
2022-10-01,Ajay Motors Private Limited,111
2023-01-01,Ajay Motors Private Limited,132
2023-04-01,Ajay Motors Private Limited,147
2023-07-01,Ajay Motors Private Limited,123
2023-10-01,Ajay Motors Private Limited,168
2024-01-01,Ajay Motors Private Limited,60
2024-04-01,Ajay Motors Private Limited,70
2023-01-01,Ajit Engineering Works,9
2023-04-01,Ajit Engineering Works,9
2024-01-01,Ajit Engineering Works,2
2022-01-01,Ajs Motorcycles Ltd,7
2023-01-01,Ajs Motorcycles Ltd,8
2022-04-01,Akal Agro Industry,6
2022-10-01,Akal Agro Industry,18
2023-01-01,Akal Agro Industry,12
2023-04-01,Akal Agro Industry,9
2023-07-01,Akal Agro Industry,12
2023-10-01,Akal Agro Industry,15
2024-01-01,Akal Agro Industry,28
2024-04-01,Akal Agro Industry,16
2019-04-01,Akash Agro Industries,5
2019-07-01,Akash Agro Industries,5
2019-10-01,Akash Agro Industries,7
2020-01-01,Akash Agro Industries,61
2020-04-01,Akash Agro Industries,2
2020-07-01,Akash Agro Industries,121
2020-10-01,Akash Agro Industries,196
2021-01-01,Akash Agro Industries,131
2021-04-01,Akash Agro Industries,14
2021-07-01,Akash Agro Industries,21
2021-10-01,Akash Agro Industries,2
2022-01-01,Akash Agro Industries,6
2022-04-01,Akash Agro Industries,17
2022-07-01,Akash Agro Industries,12
2023-01-01,Akash Agro Industries,3
2019-07-01,Akash Equipments & Machineries (P) Ltd.,1
2019-10-01,Akash Equipments & Machineries (P) Ltd.,1
2019-01-01,Akash Krishi Yantra,3
2019-04-01,Akash Krishi Yantra,5
2019-10-01,Akash Krishi Yantra,1
2020-01-01,Akash Krishi Yantra,80
2020-04-01,Akash Krishi Yantra,1
2021-01-01,Akash Krishi Yantra,7
2021-04-01,Akash Krishi Yantra,1
2022-01-01,Akash Krishi Yantra,175
2022-04-01,Akash Krishi Yantra,27
2022-10-01,Akash Krishi Yantra,12
2023-04-01,Akash Krishi Yantra,3
2019-01-01,Akash Trailor,13
2019-04-01,Akash Trailor,1
2019-07-01,Akash Trailor,14
2019-10-01,Akash Trailor,50
2020-01-01,Akash Trailor,922
2020-04-01,Akash Trailor,34
2020-07-01,Akash Trailor,1097
2020-10-01,Akash Trailor,1505
2021-01-01,Akash Trailor,1311
2021-04-01,Akash Trailor,340
2021-07-01,Akash Trailor,167
2021-10-01,Akash Trailor,74
2022-01-01,Akash Trailor,78
2022-04-01,Akash Trailor,106
2022-07-01,Akash Trailor,74
2022-10-01,Akash Trailor,86
2023-01-01,Akash Trailor,45
2023-04-01,Akash Trailor,24
2023-07-01,Akash Trailor,21
2023-10-01,Akash Trailor,15
2024-01-01,Akash Trailor,8
2024-04-01,Akash Trailor,8
2023-10-01,Akg International,416
2024-01-01,Akg International,673
2024-04-01,Akg International,645
2019-01-01,Akmaan Multi Mech Machines,1
2020-07-01,Akmaan Multi Mech Machines,19
2022-04-01,Akmaan Multi Mech Machines,6
2022-04-01,Akshar Agri Tech,6
2019-01-01,Akshar Agro Lndustries,1
2020-01-01,Akshar Agro Lndustries,21
2020-04-01,Akshar Agro Lndustries,1
2021-01-01,Akshar Agro Lndustries,6
2019-01-01,Akshar Steel,28
2019-04-01,Akshar Steel,2
2019-07-01,Akshar Steel,3
2019-10-01,Akshar Steel,15
2020-01-01,Akshar Steel,20
2020-04-01,Akshar Steel,44
2021-01-01,Akshar Steel,28
2021-04-01,Akshar Steel,1
2021-07-01,Akshar Steel,16
2021-10-01,Akshar Steel,5
2022-01-01,Akshar Steel,7
2022-04-01,Akshar Steel,24
2022-07-01,Akshar Steel,11
2022-10-01,Akshar Steel,6
2019-04-01,Akshay Industries,1
2020-01-01,Akshay Industries,21
2021-01-01,Akshay Industries,14
2021-10-01,Akshay Industries,6
2022-01-01,Akshay Industries,70
2022-10-01,Akshay Industries,7
2023-10-01,Akshaya Agri Equipment & Services Pvt Ltd,4
2019-04-01,Aksmd Rechargeable Vehicles Pvt Ltd,1
2019-01-01,Albedo Vision Pvt Ltd,2
2019-07-01,Albedo Vision Pvt Ltd,3
2019-10-01,Albedo Vision Pvt Ltd,1
2020-01-01,Albedo Vision Pvt Ltd,100
2020-04-01,Albedo Vision Pvt Ltd,3
2020-07-01,Albedo Vision Pvt Ltd,160
2020-10-01,Albedo Vision Pvt Ltd,41
2022-01-01,Albedo Vision Pvt Ltd,10
2022-04-01,Albedo Vision Pvt Ltd,37
2022-07-01,Albedo Vision Pvt Ltd,18
2022-10-01,Albedo Vision Pvt Ltd,18
2023-01-01,Albedo Vision Pvt Ltd,27
2023-04-01,Albedo Vision Pvt Ltd,27
2023-07-01,Albedo Vision Pvt Ltd,36
2023-10-01,Albedo Vision Pvt Ltd,27
2024-04-01,Albedo Vision Pvt Ltd,4
2019-01-01,All Terrain Crane,58
2019-04-01,All Terrain Crane,2
2019-07-01,All Terrain Crane,1
2019-10-01,All Terrain Crane,2
2020-01-01,All Terrain Crane,460
2020-04-01,All Terrain Crane,163
2020-07-01,All Terrain Crane,201
2020-10-01,All Terrain Crane,329
2021-01-01,All Terrain Crane,881
2021-04-01,All Terrain Crane,826
2021-07-01,All Terrain Crane,880
2021-10-01,All Terrain Crane,1142
2022-01-01,All Terrain Crane,1004
2022-04-01,All Terrain Crane,1101
2022-07-01,All Terrain Crane,1218
2022-10-01,All Terrain Crane,1476
2023-01-01,All Terrain Crane,962
2023-04-01,All Terrain Crane,818
2023-07-01,All Terrain Crane,1051
2023-10-01,All Terrain Crane,994
2024-01-01,All Terrain Crane,532
2024-04-01,All Terrain Crane,402
2023-07-01,Allentti Motors Pvt Ltd,69
2023-10-01,Allentti Motors Pvt Ltd,108
2024-01-01,Allentti Motors Pvt Ltd,80
2024-04-01,Allentti Motors Pvt Ltd,74
2019-01-01,Allfine Industries Pvt Ltd,262
2019-04-01,Allfine Industries Pvt Ltd,223
2019-07-01,Allfine Industries Pvt Ltd,472
2019-10-01,Allfine Industries Pvt Ltd,547
2020-01-01,Allfine Industries Pvt Ltd,9081
2020-04-01,Allfine Industries Pvt Ltd,2239
2020-07-01,Allfine Industries Pvt Ltd,5481
2020-10-01,Allfine Industries Pvt Ltd,7030
2021-01-01,Allfine Industries Pvt Ltd,5385
2021-04-01,Allfine Industries Pvt Ltd,1752
2021-07-01,Allfine Industries Pvt Ltd,3622
2021-10-01,Allfine Industries Pvt Ltd,5772
2022-01-01,Allfine Industries Pvt Ltd,6398
2022-04-01,Allfine Industries Pvt Ltd,7258
2022-07-01,Allfine Industries Pvt Ltd,9589
2022-10-01,Allfine Industries Pvt Ltd,12508
2023-01-01,Allfine Industries Pvt Ltd,6711
2023-04-01,Allfine Industries Pvt Ltd,7309
2023-07-01,Allfine Industries Pvt Ltd,9424
2023-10-01,Allfine Industries Pvt Ltd,9112
2024-01-01,Allfine Industries Pvt Ltd,5314
2024-04-01,Allfine Industries Pvt Ltd,3301
2019-04-01,Alpha Services,2
2019-10-01,Alpha Services,2
2020-01-01,Alpha Services,40
2020-07-01,Alpha Services,58
2021-01-01,Alpha Services,19
2021-04-01,Alpha Services,15
2021-07-01,Alpha Services,29
2021-10-01,Alpha Services,31
2022-01-01,Alpha Services,12
2022-04-01,Alpha Services,6
2022-07-01,Alpha Services,8
2022-10-01,Alpha Services,12
2023-01-01,Alpha Services,13
2023-04-01,Alpha Services,36
2023-07-01,Alpha Services,25
2023-10-01,Alpha Services,12
2024-01-01,Alpha Services,8
2019-04-01,Altier Electric Vehicles Pvt Ltd,1
2019-07-01,Altier Electric Vehicles Pvt Ltd,56
2019-10-01,Altier Electric Vehicles Pvt Ltd,118
2020-01-01,Altier Electric Vehicles Pvt Ltd,1860
2020-04-01,Altier Electric Vehicles Pvt Ltd,525
2020-07-01,Altier Electric Vehicles Pvt Ltd,1675
2020-10-01,Altier Electric Vehicles Pvt Ltd,2139
2021-01-01,Altier Electric Vehicles Pvt Ltd,964
2021-04-01,Altier Electric Vehicles Pvt Ltd,181
2021-07-01,Altier Electric Vehicles Pvt Ltd,448
2021-10-01,Altier Electric Vehicles Pvt Ltd,1104
2022-01-01,Altier Electric Vehicles Pvt Ltd,1138
2022-04-01,Altier Electric Vehicles Pvt Ltd,2174
2022-07-01,Altier Electric Vehicles Pvt Ltd,3342
2022-10-01,Altier Electric Vehicles Pvt Ltd,3612
2023-01-01,Altier Electric Vehicles Pvt Ltd,1725
2023-04-01,Altier Electric Vehicles Pvt Ltd,1451
2023-07-01,Altier Electric Vehicles Pvt Ltd,2158
2023-10-01,Altier Electric Vehicles Pvt Ltd,2616
2024-01-01,Altier Electric Vehicles Pvt Ltd,1570
2024-04-01,Altier Electric Vehicles Pvt Ltd,1032
2020-01-01,Altigreen Propulsion Labs Pvt Ltd,3
2020-04-01,Altigreen Propulsion Labs Pvt Ltd,3
2020-07-01,Altigreen Propulsion Labs Pvt Ltd,3
2020-10-01,Altigreen Propulsion Labs Pvt Ltd,62
2021-01-01,Altigreen Propulsion Labs Pvt Ltd,203
2021-04-01,Altigreen Propulsion Labs Pvt Ltd,87
2021-07-01,Altigreen Propulsion Labs Pvt Ltd,331
2021-10-01,Altigreen Propulsion Labs Pvt Ltd,332
2022-01-01,Altigreen Propulsion Labs Pvt Ltd,197
2022-04-01,Altigreen Propulsion Labs Pvt Ltd,485
2022-07-01,Altigreen Propulsion Labs Pvt Ltd,816
2022-10-01,Altigreen Propulsion Labs Pvt Ltd,2623
2023-01-01,Altigreen Propulsion Labs Pvt Ltd,1420
2023-04-01,Altigreen Propulsion Labs Pvt Ltd,1575
2023-07-01,Altigreen Propulsion Labs Pvt Ltd,2411
2023-10-01,Altigreen Propulsion Labs Pvt Ltd,2223
2024-01-01,Altigreen Propulsion Labs Pvt Ltd,1551
2024-04-01,Altigreen Propulsion Labs Pvt Ltd,61
2022-04-01,Altius Ev Tech Pvt Ltd,6
2022-07-01,Altius Ev Tech Pvt Ltd,95
2022-10-01,Altius Ev Tech Pvt Ltd,308
2023-01-01,Altius Ev Tech Pvt Ltd,71
2023-04-01,Altius Ev Tech Pvt Ltd,31
2023-07-01,Altius Ev Tech Pvt Ltd,20
2023-10-01,Altius Ev Tech Pvt Ltd,3
2024-01-01,Altius Ev Tech Pvt Ltd,18
2024-04-01,Altius Ev Tech Pvt Ltd,5
2019-04-01,Altius Technologies,2
2019-07-01,Altius Technologies,21
2019-10-01,Altius Technologies,53
2020-01-01,Altius Technologies,220
2020-04-01,Altius Technologies,23
2020-07-01,Altius Technologies,101
2020-10-01,Altius Technologies,251
2021-01-01,Altius Technologies,113
2021-04-01,Altius Technologies,23
2021-07-01,Altius Technologies,54
2021-10-01,Altius Technologies,31
2022-01-01,Altius Technologies,50
2022-04-01,Altius Technologies,8
2023-01-01,Altius Technologies,9
2023-07-01,Altius Technologies,9
2023-10-01,Altius Technologies,21
2024-01-01,Altius Technologies,6
2021-01-01,Amac Innovatives,22
2021-04-01,Amac Innovatives,7
2021-07-01,Amac Innovatives,2
2022-10-01,Amac Innovatives,6
2019-01-01,Aman Agro Industries,46
2019-04-01,Aman Agro Industries,51
2019-07-01,Aman Agro Industries,34
2019-10-01,Aman Agro Industries,67
2020-01-01,Aman Agro Industries,1600
2020-04-01,Aman Agro Industries,319
2020-07-01,Aman Agro Industries,852
2020-10-01,Aman Agro Industries,479
2021-01-01,Aman Agro Industries,313
2021-04-01,Aman Agro Industries,104
2021-07-01,Aman Agro Industries,96
2021-10-01,Aman Agro Industries,145
2022-01-01,Aman Agro Industries,61
2022-04-01,Aman Agro Industries,192
2022-07-01,Aman Agro Industries,39
2022-10-01,Aman Agro Industries,80
2023-01-01,Aman Agro Industries,47
2023-04-01,Aman Agro Industries,28
2023-07-01,Aman Agro Industries,38
2023-10-01,Aman Agro Industries,37
2024-01-01,Aman Agro Industries,25
2024-04-01,Aman Agro Industries,10
2019-01-01,Aman Automobiles,22
2019-04-01,Aman Automobiles,7
2019-07-01,Aman Automobiles,14
2019-10-01,Aman Automobiles,16
2020-01-01,Aman Automobiles,105
2020-04-01,Aman Automobiles,3
2020-07-01,Aman Automobiles,104
2020-10-01,Aman Automobiles,245
2021-01-01,Aman Automobiles,171
2021-04-01,Aman Automobiles,11
2021-07-01,Aman Automobiles,161
2021-10-01,Aman Automobiles,121
2022-01-01,Aman Automobiles,83
2022-04-01,Aman Automobiles,84
2022-07-01,Aman Automobiles,25
2022-10-01,Aman Automobiles,13
2023-07-01,Aman Automobiles,20
2023-10-01,Aman Automobiles,28
2024-01-01,Aman Automobiles,32
2024-04-01,Aman Automobiles,49
2020-01-01,Aman Electric Vehicles,80
2020-04-01,Aman Electric Vehicles,1
2020-07-01,Aman Electric Vehicles,79
2020-10-01,Aman Electric Vehicles,136
2021-01-01,Aman Electric Vehicles,178
2021-04-01,Aman Electric Vehicles,13
2021-07-01,Aman Electric Vehicles,96
2021-10-01,Aman Electric Vehicles,130
2022-01-01,Aman Electric Vehicles,50
2022-04-01,Aman Electric Vehicles,18
2022-07-01,Aman Electric Vehicles,58
2022-10-01,Aman Electric Vehicles,82
2023-01-01,Aman Electric Vehicles,24
2023-04-01,Aman Electric Vehicles,45
2023-07-01,Aman Electric Vehicles,102
2023-10-01,Aman Electric Vehicles,315
2024-01-01,Aman Electric Vehicles,286
2024-04-01,Aman Electric Vehicles,196
2019-01-01,Aman Electrical Vehicles,9
2019-04-01,Aman Electrical Vehicles,4
2019-07-01,Aman Electrical Vehicles,4
2019-10-01,Aman Electrical Vehicles,3
2019-10-01,Amar Agro Ind Ltd,1
2019-07-01,Amar Agro Sales,1
2022-01-01,Amar Agro Sales,6
2022-07-01,Amar Agro Sales,13
2022-10-01,Amar Agro Sales,21
2023-01-01,Amar Agro Sales,6
2023-04-01,Amar Agro Sales,11
2019-01-01,Amar Coach Builders,2
2019-04-01,Amar Coach Builders,1
2019-07-01,Amar Coach Builders,2
2019-10-01,Amar Coach Builders,4
2020-01-01,Amar Coach Builders,60
2020-04-01,Amar Coach Builders,1
2022-10-01,Amar Engg. Works,6
2023-01-01,Amar Engg. Works,6
2023-04-01,Amar Engg. Works,45
2024-01-01,Amar Engg. Works,8
2019-04-01,Amarjeet Harvester Industry,1
2019-07-01,Amarjeet Harvester Industry,1
2021-01-01,Amarjeet Harvester Industry,34
2021-04-01,Amarjeet Harvester Industry,39
2021-07-01,Amarjeet Harvester Industry,58
2021-10-01,Amarjeet Harvester Industry,33
2022-01-01,Amarjeet Harvester Industry,57
2022-04-01,Amarjeet Harvester Industry,35
2022-07-01,Amarjeet Harvester Industry,24
2022-10-01,Amarjeet Harvester Industry,23
2023-01-01,Amarjeet Harvester Industry,30
2023-04-01,Amarjeet Harvester Industry,21
2023-07-01,Amarjeet Harvester Industry,9
2023-10-01,Amarjeet Harvester Industry,15
2024-01-01,Amarjeet Harvester Industry,20
2024-04-01,Amarjeet Harvester Industry,14
2019-01-01,Ambica Industries,46
